datum; celkovy cas; aktualny_cas
2022-10-05T00:58Z;02:08;00:00
2022-10-05T00:58Z;02:08;00:00
2022-10-05T00:58Z;02:09;00:00
2022-10-05T00:58Z;02:09;00:00
2022-10-05T00:58Z;02:09;00:00
2022-10-05T00:58Z;02:10;00:00
2022-10-05T00:58Z;02:10;00:00
2022-10-05T00:58Z;02:11;00:00
2022-10-05T00:58Z;02:12;00:00
2022-10-05T00:58Z;02:12;00:00
2022-10-05T00:58Z;02:13;00:00
2022-10-05T00:58Z;02:13;00:00
2022-10-05T00:58Z;02:14;00:00
2022-10-05T00:58Z;02:14;00:00
2022-10-05T00:58Z;02:15;00:00
2022-10-05T00:58Z;02:15;00:00
2022-10-05T00:58Z;02:16;00:00
2022-10-05T00:58Z;02:16;00:00
2022-10-05T00:58Z;02:17;00:00
2022-10-05T00:58Z;02:17;00:00
2022-10-05T00:58Z;02:17;00:00
2022-10-05T00:58Z;02:18;00:00
2022-10-05T00:58Z;02:18;00:00
2022-10-05T00:58Z;02:19;00:00
2022-10-05T00:58Z;02:19;00:00
2022-10-05T00:58Z;02:20;00:00
2022-10-05T00:58Z;02:20;00:00
2022-10-05T00:58Z;02:21;00:00
2022-10-05T00:58Z;02:21;00:00
2022-10-05T00:59Z;02:22;00:00
2022-10-05T00:59Z;02:22;00:00
2022-10-05T00:59Z;02:23;00:00
2022-10-05T00:59Z;02:23;00:00
2022-10-05T00:59Z;02:24;00:00
2022-10-05T00:59Z;02:25;00:00
2022-10-05T00:59Z;02:25;00:00
2022-10-05T00:59Z;02:26;00:00
2022-10-05T00:59Z;02:26;00:00
2022-10-05T00:59Z;02:27;00:00
2022-10-05T00:59Z;02:27;00:00
2022-10-05T00:59Z;02:28;00:00
2022-10-05T00:59Z;02:28;00:00
2022-10-05T00:59Z;02:29;00:00
2022-10-05T00:59Z;02:29;00:00
2022-10-05T00:59Z;02:30;00:00
2022-10-05T00:59Z;02:30;00:00
2022-10-05T00:59Z;02:31;00:00
2022-10-05T00:59Z;02:31;00:00
2022-10-05T00:59Z;02:32;00:00
2022-10-05T00:59Z;02:32;00:00
2022-10-05T00:59Z;02:33;00:00
2022-10-05T00:59Z;02:33;00:00
2022-10-05T00:59Z;02:34;00:00
2022-10-05T00:59Z;02:34;00:00
2022-10-05T00:59Z;02:35;00:00
2022-10-05T00:59Z;02:35;00:00
2022-10-05T00:59Z;02:36;00:00
2022-10-05T00:59Z;02:36;00:00
2022-10-05T00:59Z;02:37;00:00
2022-10-05T00:59Z;02:37;00:00
2022-10-05T00:59Z;02:38;00:00
2022-10-05T00:59Z;02:38;00:00
2022-10-05T00:59Z;02:39;00:00
2022-10-05T00:59Z;02:39;00:00
2022-10-05T00:59Z;02:40;00:00
2022-10-05T00:59Z;02:40;00:00
2022-10-05T00:59Z;02:41;00:00
2022-10-05T00:59Z;02:41;00:00
2022-10-05T00:59Z;02:42;00:00
2022-10-05T00:59Z;02:42;00:00
2022-10-05T00:59Z;02:43;00:00
2022-10-05T00:59Z;02:44;00:00
2022-10-05T00:59Z;02:44;00:00
2022-10-05T00:59Z;02:45;00:00
2022-10-05T00:59Z;02:45;00:00
2022-10-05T00:59Z;02:45;00:00
2022-10-05T00:59Z;02:46;00:00
2022-10-05T00:59Z;02:46;00:00
2022-10-05T00:59Z;02:47;00:00
2022-10-05T00:59Z;02:47;00:00
2022-10-05T00:59Z;02:48;00:00
2022-10-05T00:59Z;02:48;00:00
2022-10-05T00:59Z;02:49;00:00
2022-10-05T00:59Z;02:49;00:00
2022-10-05T00:59Z;02:50;00:00
2022-10-05T00:59Z;02:50;00:00
2022-10-05T00:59Z;02:51;00:00
2022-10-05T00:59Z;02:51;00:00
2022-10-05T00:59Z;02:52;00:00
2022-10-05T00:59Z;02:52;00:00
2022-10-05T00:59Z;02:53;00:00
2022-10-05T00:59Z;02:53;00:00
2022-10-05T00:59Z;02:54;00:00
2022-10-05T00:59Z;02:54;00:00
2022-10-05T00:59Z;02:55;00:00
2022-10-05T00:59Z;02:55;00:00
2022-10-05T00:59Z;02:56;00:00
2022-10-05T00:59Z;02:56;00:00
2022-10-05T00:59Z;02:57;00:00
2022-10-05T00:59Z;02:57;00:00
2022-10-05T00:59Z;02:58;00:00
2022-10-05T00:59Z;02:58;00:00
2022-10-05T00:59Z;02:59;00:00
2022-10-05T00:59Z;02:59;00:00
2022-10-05T00:59Z;03:00;00:00
2022-10-05T00:59Z;03:00;00:00
2022-10-05T00:59Z;03:01;00:00
2022-10-05T00:59Z;03:01;00:00
2022-10-05T00:59Z;03:02;00:00
2022-10-05T00:59Z;03:02;00:00
2022-10-05T00:59Z;03:03;00:00
2022-10-05T00:59Z;03:03;00:00
2022-10-05T00:59Z;03:04;00:00
2022-10-05T00:59Z;03:04;00:00
2022-10-05T00:59Z;03:05;00:00
2022-10-05T00:59Z;03:05;00:00
2022-10-05T00:59Z;03:06;00:00
2022-10-05T00:59Z;03:07;00:00
2022-10-05T00:59Z;03:07;00:00
2022-10-05T00:59Z;03:08;00:00
2022-10-05T00:59Z;03:08;00:00
2022-10-05T00:59Z;03:09;00:00
2022-10-05T00:59Z;03:09;00:00
2022-10-05T00:59Z;03:10;00:00
2022-10-05T00:59Z;03:10;00:00
2022-10-05T00:59Z;03:11;00:00
2022-10-05T00:59Z;03:11;00:00
2022-10-05T00:59Z;03:12;00:00
2022-10-05T00:59Z;03:13;00:00
2022-10-05T00:59Z;03:13;00:00
2022-10-05T00:59Z;03:14;00:00
2022-10-05T00:59Z;03:14;00:00
2022-10-05T00:59Z;03:15;00:00
2022-10-05T00:59Z;03:15;00:00
2022-10-05T00:59Z;03:16;00:00
2022-10-05T00:59Z;03:16;00:00
2022-10-05T00:59Z;03:17;00:00
2022-10-05T00:59Z;03:17;00:00
2022-10-05T00:59Z;03:18;00:00
2022-10-05T00:59Z;03:18;00:00
2022-10-05T00:59Z;03:19;00:00
2022-10-05T00:59Z;03:19;00:00
2022-10-05T00:59Z;03:20;00:00
2022-10-05T00:59Z;03:20;00:00
2022-10-05T00:59Z;03:21;00:00
2022-10-05T00:59Z;03:21;00:00
2022-10-05T00:59Z;03:22;00:00
2022-10-05T01:00Z;03:22;00:00
2022-10-05T01:00Z;03:23;00:00
2022-10-05T01:00Z;03:23;00:00
2022-10-05T01:00Z;03:24;00:00
2022-10-05T01:00Z;03:24;00:00
2022-10-05T01:00Z;03:25;00:00
2022-10-05T01:00Z;03:25;00:00
2022-10-05T01:00Z;03:26;00:00
2022-10-05T01:00Z;03:26;00:00
2022-10-05T01:00Z;03:27;00:00
2022-10-05T01:00Z;03:27;00:00
2022-10-05T01:00Z;03:28;00:00
2022-10-05T01:00Z;03:28;00:00
2022-10-05T01:00Z;03:29;00:00
2022-10-05T01:00Z;03:29;00:00
2022-10-05T01:00Z;03:30;00:00
2022-10-05T01:00Z;03:31;00:00
2022-10-05T01:00Z;03:31;00:00
2022-10-05T01:00Z;03:32;00:00
2022-10-05T01:00Z;03:32;00:00
2022-10-05T01:00Z;03:33;00:00
2022-10-05T01:00Z;03:33;00:00
2022-10-05T01:00Z;03:34;00:00
2022-10-05T01:00Z;03:34;00:00
2022-10-05T01:00Z;03:35;00:00
2022-10-05T01:00Z;03:35;00:00
2022-10-05T01:00Z;03:36;00:00
2022-10-05T01:00Z;03:36;00:00
2022-10-05T01:00Z;03:37;00:00
2022-10-05T01:00Z;03:37;00:00
2022-10-05T01:00Z;03:38;00:00
2022-10-05T01:00Z;03:38;00:00
2022-10-05T01:00Z;03:39;00:00
2022-10-05T01:00Z;03:40;00:00
2022-10-05T01:00Z;03:40;00:00
2022-10-05T01:00Z;03:41;00:00
2022-10-05T01:00Z;03:41;00:00
2022-10-05T01:00Z;03:42;00:00
2022-10-05T01:00Z;03:42;00:00
2022-10-05T01:00Z;03:43;00:00
2022-10-05T01:00Z;03:43;00:00
2022-10-05T01:00Z;03:43;00:00
2022-10-05T01:00Z;03:44;00:00
2022-10-05T01:00Z;03:44;00:00
2022-10-05T01:00Z;03:45;00:00
2022-10-05T01:00Z;03:45;00:00
2022-10-05T01:00Z;03:46;00:00
2022-10-05T01:00Z;03:46;00:00
2022-10-05T01:00Z;03:47;00:00
2022-10-05T01:00Z;03:47;00:00
2022-10-05T01:00Z;03:48;00:00
2022-10-05T01:00Z;03:48;00:00
2022-10-05T01:00Z;03:49;00:00
2022-10-05T01:00Z;03:49;00:00
2022-10-05T01:00Z;03:50;00:00
2022-10-05T01:00Z;03:51;00:00
2022-10-05T01:00Z;03:51;00:00
2022-10-05T01:00Z;03:52;00:00
2022-10-05T01:00Z;03:53;00:00
2022-10-05T01:00Z;03:54;00:00
2022-10-05T01:00Z;03:55;00:00
2022-10-05T01:00Z;03:55;00:00
2022-10-05T01:00Z;03:56;00:00
2022-10-05T01:00Z;03:57;00:00
2022-10-05T01:00Z;03:57;00:00
2022-10-05T01:00Z;03:58;00:00
2022-10-05T01:00Z;03:58;00:00
2022-10-05T01:00Z;03:59;00:00
2022-10-05T01:00Z;03:59;00:00
2022-10-05T01:00Z;04:00;00:00
2022-10-05T01:00Z;04:00;00:00
2022-10-05T01:00Z;04:01;00:00
2022-10-05T01:00Z;04:01;00:00
2022-10-05T01:00Z;04:02;00:00
2022-10-05T01:00Z;04:02;00:00
2022-10-05T01:00Z;04:03;00:00
2022-10-05T01:00Z;04:04;00:00
2022-10-05T01:00Z;04:04;00:00
2022-10-05T01:00Z;04:05;00:00
2022-10-05T01:00Z;04:05;00:00
2022-10-05T01:00Z;04:06;00:00
2022-10-05T01:00Z;04:06;00:00
2022-10-05T01:00Z;04:07;00:00
2022-10-05T01:00Z;04:07;00:00
2022-10-05T01:00Z;04:08;00:00
2022-10-05T01:00Z;04:08;00:00
2022-10-05T01:00Z;04:09;00:00
2022-10-05T01:00Z;04:09;00:00
2022-10-05T01:00Z;04:10;00:00
2022-10-05T01:00Z;04:11;00:00
2022-10-05T01:00Z;04:11;00:00
2022-10-05T01:00Z;04:12;00:00
2022-10-05T01:00Z;04:12;00:00
2022-10-05T01:00Z;04:13;00:00
2022-10-05T01:00Z;04:13;00:00
2022-10-05T01:00Z;04:14;00:00
2022-10-05T01:00Z;04:14;00:00
2022-10-05T01:00Z;04:14;00:00
2022-10-05T01:00Z;04:15;00:00
2022-10-05T01:00Z;04:15;00:00
2022-10-05T01:00Z;04:16;00:00
2022-10-05T01:00Z;04:16;00:00
2022-10-05T01:00Z;04:17;00:00
2022-10-05T01:00Z;04:18;00:00
2022-10-05T01:00Z;04:18;00:00
2022-10-05T01:00Z;04:18;00:00
2022-10-05T01:00Z;04:19;00:00
2022-10-05T01:00Z;04:20;00:00
2022-10-05T01:00Z;04:20;00:00
2022-10-05T01:00Z;04:21;00:00
2022-10-05T01:00Z;04:21;00:00
2022-10-05T01:00Z;04:22;00:00
2022-10-05T01:01Z;04:22;00:00
2022-10-05T01:01Z;04:23;00:00
2022-10-05T01:01Z;04:23;00:00
2022-10-05T01:01Z;04:24;00:00
2022-10-05T01:01Z;04:24;00:00
2022-10-05T01:01Z;04:25;00:00
2022-10-05T01:01Z;04:25;00:00
2022-10-05T01:01Z;04:26;00:00
2022-10-05T01:01Z;04:27;00:00
2022-10-05T01:01Z;04:27;00:00
2022-10-05T01:01Z;04:28;00:00
2022-10-05T01:01Z;04:28;00:00
2022-10-05T01:01Z;04:29;00:00
2022-10-05T01:01Z;04:29;00:00
2022-10-05T01:01Z;04:30;00:00
2022-10-05T01:01Z;04:30;00:00
2022-10-05T01:01Z;04:31;00:00
2022-10-05T01:01Z;04:31;00:00
2022-10-05T01:01Z;04:32;00:00
2022-10-05T01:01Z;04:32;00:00
2022-10-05T01:01Z;04:32;00:00
2022-10-05T01:01Z;04:33;00:00
2022-10-05T01:01Z;04:33;00:00
2022-10-05T01:01Z;04:34;00:00
2022-10-05T01:01Z;04:34;00:00
2022-10-05T01:01Z;04:35;00:00
2022-10-05T01:01Z;04:35;00:00
2022-10-05T01:01Z;04:35;00:00
2022-10-05T01:01Z;04:35;00:00
2022-10-05T01:01Z;04:36;00:00
2022-10-05T01:01Z;04:36;00:00
2022-10-05T01:01Z;04:36;00:00
2022-10-05T01:01Z;04:37;00:00
2022-10-05T01:01Z;04:37;00:00
2022-10-05T01:01Z;04:37;00:00
2022-10-05T01:01Z;04:38;00:00
2022-10-05T01:01Z;04:38;00:00
2022-10-05T01:01Z;04:38;00:00
2022-10-05T01:01Z;04:38;00:00
2022-10-05T01:01Z;04:39;00:00
2022-10-05T01:01Z;04:39;00:00
2022-10-05T01:01Z;04:39;00:00
2022-10-05T01:01Z;04:40;00:00
2022-10-05T01:01Z;04:40;00:00
2022-10-05T01:01Z;04:41;00:00
2022-10-05T01:01Z;04:41;00:00
2022-10-05T01:01Z;04:41;00:00
2022-10-05T01:01Z;04:41;00:00
2022-10-05T01:01Z;04:42;00:00
2022-10-05T01:01Z;04:42;00:00
2022-10-05T01:01Z;04:42;00:00
2022-10-05T01:01Z;04:43;00:00
2022-10-05T01:01Z;04:43;00:00
2022-10-05T01:01Z;04:43;00:00
2022-10-05T01:01Z;04:44;00:00
2022-10-05T01:01Z;04:44;00:00
2022-10-05T01:01Z;04:44;00:00
2022-10-05T01:01Z;04:45;00:00
2022-10-05T01:01Z;04:45;00:00
2022-10-05T01:01Z;04:45;00:00
2022-10-05T01:01Z;04:46;00:00
2022-10-05T01:01Z;04:46;00:00
2022-10-05T01:01Z;04:46;00:00
2022-10-05T01:01Z;04:47;00:00
2022-10-05T01:01Z;04:47;00:00
2022-10-05T01:01Z;04:48;00:00
2022-10-05T01:01Z;04:48;00:00
2022-10-05T01:01Z;04:48;00:00
2022-10-05T01:01Z;04:49;00:00
2022-10-05T01:01Z;04:49;00:00
2022-10-05T01:01Z;04:49;00:00
2022-10-05T01:01Z;04:50;00:00
2022-10-05T01:01Z;04:50;00:00
2022-10-05T01:01Z;04:51;00:00
2022-10-05T01:01Z;04:51;00:00
2022-10-05T01:01Z;04:51;00:00
2022-10-05T01:01Z;04:51;00:00
2022-10-05T01:01Z;04:52;00:00
2022-10-05T01:01Z;04:52;00:00
2022-10-05T01:01Z;04:52;00:00
2022-10-05T01:01Z;04:53;00:00
2022-10-05T01:01Z;04:53;00:00
2022-10-05T01:01Z;04:53;00:00
2022-10-05T01:01Z;04:54;00:00
2022-10-05T01:01Z;04:54;00:00
2022-10-05T01:01Z;04:54;00:00
2022-10-05T01:01Z;04:55;00:00
2022-10-05T01:01Z;04:55;00:00
2022-10-05T01:01Z;04:55;00:00
2022-10-05T01:01Z;04:56;00:00
2022-10-05T01:01Z;04:56;00:00
2022-10-05T01:01Z;04:56;00:00
2022-10-05T01:01Z;04:57;00:00
2022-10-05T01:01Z;04:57;00:00
2022-10-05T01:01Z;04:57;00:00
2022-10-05T01:01Z;04:58;00:00
2022-10-05T01:01Z;04:58;00:00
2022-10-05T01:01Z;04:58;00:00
2022-10-05T01:01Z;04:59;00:00
2022-10-05T01:01Z;04:59;00:00
2022-10-05T01:01Z;04:59;00:00
2022-10-05T01:01Z;05:00;00:00
2022-10-05T01:01Z;05:00;00:00
2022-10-05T01:01Z;05:01;00:00
2022-10-05T01:01Z;05:01;00:00
2022-10-05T01:01Z;05:01;00:00
2022-10-05T01:01Z;05:02;00:00
2022-10-05T01:01Z;05:02;00:00
2022-10-05T01:01Z;05:02;00:00
2022-10-05T01:01Z;05:03;00:00
2022-10-05T01:01Z;05:03;00:00
2022-10-05T01:01Z;05:03;00:00
2022-10-05T01:01Z;05:04;00:00
2022-10-05T01:01Z;05:04;00:00
2022-10-05T01:01Z;05:04;00:00
2022-10-05T01:01Z;05:05;00:00
2022-10-05T01:01Z;05:05;00:00
2022-10-05T01:01Z;05:05;00:00
2022-10-05T01:01Z;05:06;00:00
2022-10-05T01:01Z;05:06;00:00
2022-10-05T01:01Z;05:06;00:00
2022-10-05T01:01Z;05:07;00:00
2022-10-05T01:01Z;05:07;00:00
2022-10-05T01:01Z;05:08;00:00
2022-10-05T01:01Z;05:08;00:00
2022-10-05T01:01Z;05:09;00:00
2022-10-05T01:01Z;05:09;00:00
2022-10-05T01:01Z;05:09;00:00
2022-10-05T01:01Z;05:10;00:00
2022-10-05T01:01Z;05:10;00:00
2022-10-05T01:01Z;05:10;00:00
2022-10-05T01:01Z;05:11;00:00
2022-10-05T01:01Z;05:11;00:00
2022-10-05T01:01Z;05:11;00:00
2022-10-05T01:01Z;05:12;00:00
2022-10-05T01:01Z;05:12;00:00
2022-10-05T01:01Z;05:12;00:00
2022-10-05T01:01Z;05:12;00:00
